"nr_num_infection_screen","d_completed","cd_regio"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"20","2020-04-06","VLA"
"","2020-04-06","VLA"
"5","2020-04-06","VLA"
"4","2020-04-06","VLA"
"50","2020-04-06","VLA"
"3","2020-04-06","VLA"
"1","2020-04-06","VLA"
"6","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"6","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"6","2020-04-06","VLA"
"2","2020-04-06","VLA"
"","2020-04-06","VLA"
"30","2020-04-06","VLA"
"3","2020-04-06","VLA"
"20","2020-04-06","VLA"
"5","2020-04-06","VLA"
"20","2020-04-06","VLA"
"","2020-04-06","VLA"
"2","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"1","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"8","2020-04-06","VLA"
"1","2020-04-06","VLA"
"40","2020-04-06","VLA"
"3","2020-04-06","BRU"
"5","2020-04-06","VLA"
"","2020-04-06","VLA"
"6","2020-04-06","VLA"
"1","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"150","2020-04-06","VLA"
"0","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"3","2020-04-06","VLA"
"10","2020-04-06","VLA"
"","2020-04-06","VLA"
"1","2020-04-06","VLA"
"50","2020-04-06","VLA"
"32","2020-04-06","VLA"
"5","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"2","2020-04-06","VLA"
"6","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"","2020-04-06","VLA"
"3","2020-04-06","VLA"
"6","2020-04-06","VLA"
"7","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"","2020-04-06","VLA"
"6","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"6","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"30","2020-04-06","VLA"
"1","2020-04-06","VLA"
"30","2020-04-06","VLA"
"2","2020-04-06","VLA"
"10","2020-04-06","VLA"
"","2020-04-06","VLA"
"60","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"120","2020-04-06","VLA"
"5","2020-04-06","VLA"
"6","2020-04-06","VLA"
"30","2020-04-06","WAL"
"2","2020-04-06","VLA"
"6","2020-04-06","VLA"
"8","2020-04-06","VLA"
"30","2020-04-06","VLA"
"3","2020-04-06","VLA"
"10","2020-04-06","VLA"
"4","2020-04-06","VLA"
"1","2020-04-06","VLA"
"5","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"0","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"540","2020-04-06","VLA"
"7","2020-04-06","VLA"
"2","2020-04-06","VLA"
"8","2020-04-06","VLA"
"8","2020-04-06","VLA"
"60","2020-04-06","VLA"
"2","2020-04-06","VLA"
"","2020-04-06","VLA"
"5","2020-04-06","VLA"
"4","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"6","2020-04-06","VLA"
"10","2020-04-06","BRU"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"","2020-04-06","VLA"
"8","2020-04-06","VLA"
"","2020-04-06","VLA"
"16","2020-04-06","VLA"
"15","2020-04-06","VLA"
"16","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"2","2020-04-06","VLA"
"6","2020-04-06","VLA"
"4","2020-04-06","VLA"
"6","2020-04-06","VLA"
"","2020-04-06","VLA"
"4","2020-04-06","VLA"
"50","2020-04-06","VLA"
"6","2020-04-06","VLA"
"12","2020-04-06","VLA"
"10","2020-04-06","VLA"
"40","2020-04-06","VLA"
"5","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"10","2020-04-06","VLA"
"1","2020-04-06","VLA"
"6","2020-04-06","VLA"
"","2020-04-06","VLA"
"3","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"2","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","VLA"
"","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"1","2020-04-06","VLA"
"30","2020-04-06","WAL"
"4","2020-04-06","VLA"
"40","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"5","2020-04-06","VLA"
"60","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"3","2020-04-06","VLA"
"7","2020-04-06","BRU"
"8","2020-04-06","BRU"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"8","2020-04-06","VLA"
"2","2020-04-06","BRU"
"30","2020-04-06","VLA"
"3","2020-04-06","VLA"
"30","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"12","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"7","2020-04-06","VLA"
"1","2020-04-06","VLA"
"18","2020-04-06","VLA"
"4","2020-04-06","BRU"
"1","2020-04-06","VLA"
"","2020-04-06","VLA"
"3","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"5","2020-04-06","VLA"
"50","2020-04-06","VLA"
"","2020-04-06","VLA"
"1","2020-04-06","VLA"
"11","2020-04-06","VLA"
"2","2020-04-06","VLA"
"7","2020-04-06","VLA"
"2","2020-04-06","BRU"
"3","2020-04-06","VLA"
"20","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"4","2020-04-06","VLA"
"","2020-04-06","VLA"
"2","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"6","2020-04-06","VLA"
"3","2020-04-06","VLA"
"3","2020-04-06","VLA"
"6","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"10","2020-04-06","VLA"
"2","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"18","2020-04-06","VLA"
"","2020-04-06","VLA"
"2","2020-04-06","VLA"
"6","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"20","2020-04-06","VLA"
"5","2020-04-06","VLA"
"60","2020-04-06","BRU"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","BRU"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"3","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"6","2020-04-06","VLA"
"5","2020-04-06","VLA"
"2","2020-04-06","VLA"
"7","2020-04-06","VLA"
"30","2020-04-06","VLA"
"1","2020-04-06","VLA"
"30","2020-04-06","VLA"
"20","2020-04-06","VLA"
"3","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"","2020-04-06","VLA"
"1","2020-04-06","VLA"
"20","2020-04-06","VLA"
"12","2020-04-06","VLA"
"","2020-04-06","VLA"
"12","2020-04-06","VLA"
"8","2020-04-06","VLA"
"6","2020-04-06","VLA"
"20","2020-04-06","VLA"
"5","2020-04-06","VLA"
"40","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"6","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"20","2020-04-06","VLA"
"2","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"7","2020-04-06","VLA"
"","2020-04-06","VLA"
"6","2020-04-06","VLA"
"4","2020-04-06","VLA"
"3","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"0","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"","2020-04-06","VLA"
"1","2020-04-06","VLA"
"20","2020-04-06","VLA"
"","2020-04-06","VLA"
"4","2020-04-06","VLA"
"6","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"8","2020-04-06","VLA"
"1","2020-04-06","BRU"
"10","2020-04-06","WAL"
"3","2020-04-06","VLA"
"8","2020-04-06","VLA"
"5","2020-04-06","VLA"
"0","2020-04-06","VLA"
"5","2020-04-06","VLA"
"16","2020-04-06","VLA"
"60","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"10","2020-04-06","VLA"
"25","2020-04-06","VLA"
"6","2020-04-06","VLA"
"","2020-04-06","VLA"
"4","2020-04-06","VLA"
"12","2020-04-06","VLA"
"1","2020-04-06","VLA"
"32","2020-04-06","VLA"
"12","2020-04-06","VLA"
"5","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"4","2020-04-07","VLA"
"10","2020-04-07","VLA"
"0","2020-04-07","VLA"
"2","2020-04-07","VLA"
"30","2020-04-07","VLA"
"4","2020-04-07","VLA"
"3","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","BRU"
"2","2020-04-07","VLA"
"600","2020-04-07","VLA"
"600","2020-04-07","VLA"
"5","2020-04-07","VLA"
"1","2020-04-07","BRU"
"2","2020-04-07","VLA"
"60","2020-04-07","VLA"
"","2020-04-07","VLA"
"18","2020-04-07","VLA"
"1","2020-04-07","VLA"
"2","2020-04-07","VLA"
"10","2020-04-07","VLA"
"10","2020-04-07","VLA"
"4","2020-04-07","VLA"
"2","2020-04-07","VLA"
"1","2020-04-07","VLA"
"20","2020-04-07","BRU"
"3","2020-04-07","VLA"
"4","2020-04-07","BRU"
"5","2020-04-07","VLA"
"15","2020-04-07","BRU"
"2","2020-04-07","VLA"
"5","2020-04-07","VLA"
"","2020-04-07","VLA"
"30","2020-04-07","VLA"
"5","2020-04-07","VLA"
"","2020-04-07","VLA"
"5","2020-04-07","VLA"
"5","2020-04-07","VLA"
"4","2020-04-07","VLA"
"15","2020-04-07","VLA"
"2","2020-04-07","VLA"
"2","2020-04-07","VLA"
"8","2020-04-07","BRU"
"7","2020-04-07","VLA"
"","2020-04-07","VLA"
"4","2020-04-07","VLA"
"4","2020-04-07","VLA"
"0","2020-04-07","VLA"
"10","2020-04-07","BRU"
"3","2020-04-07","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"","2020-04-08","VLA"
"8","2020-04-08","VLA"
"3","2020-04-08","VLA"
"1","2020-04-08","VLA"
"60","2020-04-08","VLA"
"60","2020-04-08","VLA"
"5","2020-04-08","VLA"
"5","2020-04-08","VLA"
"16","2020-04-08","VLA"
"30","2020-04-08","VLA"
"5","2020-04-08","VLA"
"4","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"2","2020-04-08","VLA"
"","2020-04-08","VLA"
"6","2020-04-08","VLA"
"30","2020-04-08","WAL"
"3","2020-04-08","VLA"
"","2020-04-08","VLA"
"14","2020-04-08","VLA"
"4","2020-04-08","VLA"
"5","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"6","2020-04-08","VLA"
"5","2020-04-08","VLA"
"2","2020-04-08","VLA"
"1","2020-04-08","VLA"
"10","2020-04-08","VLA"
"1","2020-04-08","VLA"
"3","2020-04-08","VLA"
"10","2020-04-08","VLA"
"","2020-04-08","VLA"
"4","2020-04-08","VLA"
"6","2020-04-08","VLA"
"3","2020-04-08","VLA"
"","2020-04-08","VLA"
"10","2020-04-08","VLA"
"","2020-04-08","VLA"
"18","2020-04-08","VLA"
"15","2020-04-08","VLA"
"2","2020-04-08","BRU"
"","2020-04-08","VLA"
"5","2020-04-08","VLA"
"30","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"5","2020-04-08","VLA"
"0","2020-04-08","VLA"
"10","2020-04-08","VLA"
"10","2020-04-08","VLA"
"20","2020-04-08","VLA"
"5","2020-04-08","VLA"
"6","2020-04-08","VLA"
"20","2020-04-08","VLA"
"5","2020-04-08","VLA"
"2","2020-04-08","VLA"
"30","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"5","2020-04-08","VLA"
"60","2020-04-08","VLA"
"4","2020-04-08","VLA"
"10","2020-04-08","VLA"
"2","2020-04-08","VLA"
"100","2020-04-08","VLA"
"","2020-04-08","VLA"
"2","2020-04-08","VLA"
"","2020-04-08","VLA"
"1","2020-04-08","VLA"
"10","2020-04-08","VLA"
"2","2020-04-08","VLA"
"50","2020-04-08","VLA"
"10","2020-04-08","VLA"
"2","2020-04-08","VLA"
"7","2020-04-08","VLA"
"","2020-04-08","BRU"
"8","2020-04-08","VLA"
"5","2020-04-08","VLA"
"4","2020-04-08","VLA"
"","2020-04-08","VLA"
"","2020-04-08","VLA"
"10","2020-04-08","VLA"
"20","2020-04-08","VLA"
"","2020-04-08","VLA"
"4","2020-04-08","VLA"
"","2020-04-08","VLA"
"3","2020-04-08","VLA"
"5","2020-04-08","VLA"
"4","2020-04-08","VLA"
"0","2020-04-08","VLA"
"600","2020-04-08","VLA"
"6","2020-04-08","VLA"
"7","2020-04-08","VLA"
"","2020-04-09","VLA"
"20","2020-04-09","WAL"
"","2020-04-09","VLA"
"4","2020-04-09","VLA"
"2","2020-04-09","VLA"
"600","2020-04-09","VLA"
"15","2020-04-09","VLA"
"4","2020-04-09","VLA"
"6","2020-04-09","VLA"
"10","2020-04-09","VLA"
"3","2020-04-09","VLA"
"10","2020-04-09","WAL"
"1","2020-04-09","VLA"
"120","2020-04-09","WAL"
"5","2020-04-09","VLA"
"4","2020-04-09","VLA"
"0","2020-04-09","WAL"
"7","2020-04-09","VLA"
"5","2020-04-09","WAL"
"0","2020-04-09","VLA"
"","2020-04-09","VLA"
"50","2020-04-09","WAL"
"","2020-04-09","VLA"
"10","2020-04-09","VLA"
"10","2020-04-09","VLA"
"30","2020-04-09","VLA"
"4","2020-04-09","VLA"
"10","2020-04-09","VLA"
"12","2020-04-10","WAL"
"22","2020-04-10","VLA"
"8","2020-04-10","VLA"
"2","2020-04-10","VLA"
"10","2020-04-10","VLA"
"","2020-04-10","VLA"
"","2020-04-10","VLA"
"120","2020-04-10","VLA"
"","2020-04-10","VLA"
"0","2020-04-10","VLA"
"12","2020-04-10","VLA"
"7","2020-04-10","VLA"
"5","2020-04-10","VLA"
"5","2020-04-10","VLA"
"10","2020-04-10","VLA"
"","2020-04-13","VLA"
"","2020-04-13","VLA"
"2","2020-04-13","VLA"
"1500","2020-04-13","VLA"
"10","2020-04-13","VLA"
"","2020-04-13","VLA"
"","2020-04-13","VLA"
"2","2020-04-13","VLA"
"4","2020-04-13","VLA"
"5","2020-04-13","VLA"
"","2020-04-13","WAL"
"6","2020-04-13","VLA"
"","2020-04-14","VLA"
"2","2020-04-14","VLA"
"","2020-04-14","VLA"
"6","2020-04-14","VLA"
"2","2020-04-14","VLA"
"","2020-04-14","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"7","2020-04-15","VLA"
"4","2020-04-15","VLA"
"600","2020-04-15","VLA"
"6","2020-04-15","VLA"
"7","2020-04-15","VLA"
"2","2020-04-15","VLA"
"","2020-04-15","VLA"
"10","2020-04-15","VLA"
"2","2020-04-15","VLA"
"","2020-04-15","VLA"
"0","2020-04-15","VLA"
"30","2020-04-15","VLA"
"0","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"25","2020-04-15","VLA"
"6","2020-04-15","WAL"
"4","2020-04-15","VLA"
"4","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","VLA"
"","2020-04-15","WAL"
"","2020-04-15","VLA"
"5","2020-04-15","VLA"
"2","2020-04-15","VLA"
"","2020-04-15","VLA"
"4","2020-04-15","VLA"
"10","2020-04-15","VLA"
"5","2020-04-15","VLA"
"","2020-04-15","VLA"
"1","2020-04-15","VLA"
"","2020-04-16","VLA"
"1","2020-04-16","VLA"
"30","2020-04-16","VLA"
"5","2020-04-16","VLA"
"","2020-04-16","VLA"
"10","2020-04-16","VLA"
"","2020-04-16","VLA"
"3","2020-04-16","VLA"
"","2020-04-17","VLA"
"","2020-04-17","VLA"
"10","2020-04-17","WAL"
"5","2020-04-17","VLA"
"30","2020-04-17","VLA"
"1","2020-04-18","VLA"
"2","2020-04-18","VLA"
"10","2020-04-18","VLA"
"6","2020-04-19","VLA"
"3","2020-04-20","VLA"
"12","2020-04-20","VLA"
"5","2020-04-20","VLA"
"2","2020-04-20","VLA"
"","2020-04-20","VLA"
"2","2020-04-20","VLA"
"1","2020-04-20","VLA"
"4","2020-04-20","VLA"
"","2020-04-20","WAL"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"4","2020-04-20","VLA"
"","2020-04-20","VLA"
"0","2020-04-20","VLA"
"4","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"5","2020-04-20","VLA"
"1800","2020-04-20","VLA"
"8","2020-04-20","VLA"
"30","2020-04-20","VLA"
"","2020-04-20","VLA"
"","2020-04-20","VLA"
"3","2020-04-20","VLA"
"2","2020-04-20","VLA"
"12","2020-04-20","VLA"
